[[ 1.10078868e-01, -2.81865924e+00,  8.57340140e-01,  1.83589394e-01,  1.45208750e-02, -5.10398376e-03, -9.82882510e-01, -1.03374123e-01,  4.80332423e-02,  9.73939529e-02,  9.89970059e-02,  5.68942075e-02, -2.50042022e-01,  6.63319786e-01,  3.72954721e-01,  6.19416321e-01,  1.92893069e+00, -5.82501422e-01, -3.62324364e-01, -1.45364298e-01, -1.45779831e+00, -1.67778257e-01, -2.36888495e-01, -7.73721627e-01, -8.61840532e-02,  2.86724873e+00,  2.59392079e+00, -1.62853192e-01, -2.30219720e-02, -8.92756488e-02, -2.88230634e-01,  1.97830672e-01, -1.09614586e-01, -3.23455238e-01,  6.64411813e-02, -8.95383195e-02, -4.42079548e-02, -2.44312371e-01, -1.18435807e-01, -1.77390554e-02,  1.26959321e-01],
 [ 1.10237364e-01, -2.82037536e+00,  8.57001637e-01,  1.89600652e-01,  1.51252830e-02, -6.02290608e-03, -9.81726308e-01, -1.05924322e-01,  4.66905867e-02,  1.00779771e-01,  1.59186824e-01,  4.73896519e-02, -1.88466342e-01,  6.65072211e-01,  3.70906669e-01,  6.17506826e-01,  1.93012556e+00, -5.83036104e-01, -3.59420804e-01, -1.43987654e-01, -1.45755258e+00, -1.69555182e-01, -2.36954392e-01, -7.74603906e-01, -8.64694597e-02,  2.86984853e+00,  2.59382538e+00, -1.66811780e-01, -2.30713243e-02, -9.64315743e-02, -2.94545055e-01,  2.01477924e-01, -1.13709607e-01, -3.24721266e-01,  6.29205994e-02, -9.50536831e-02, -4.86806089e-02, -2.50117178e-01, -1.15040735e-01, -1.95542670e-02,  1.23696606e-01],
 [ 1.10285830e-01, -2.82224743e+00,  8.56554383e-01,  1.96126652e-01,  1.56079128e-02, -7.00367421e-03, -9.80429333e-01, -1.08192067e-01,  4.56454797e-02,  1.05062268e-01,  2.17056736e-01,  4.97646435e-02, -1.28672151e-01,  6.67598114e-01,  3.70065958e-01,  6.14574971e-01,  1.93015998e+00, -5.83059452e-01, -3.59067958e-01, -1.44208932e-01, -1.45863898e+00, -1.73739551e-01, -2.38195727e-01, -7.73428852e-01, -8.61755160e-02,  2.86835186e+00,  2.59405454e+00, -1.71233063e-01, -2.47957901e-02, -1.04130396e-01, -3.05846048e-01,  2.05764518e-01, -1.19752579e-01, -3.25987445e-01,  5.92098489e-02, -1.01339303e-01, -5.48078441e-02, -2.58160998e-01, -1.09846747e-01, -2.20759046e-02,  1.20628117e-01],
 [ 1.10393414e-01, -2.82433850e+00,  8.55799846e-01,  2.03640352e-01,  1.59210288e-02, -8.15811909e-03, -9.78882308e-01, -1.10104525e-01,  4.60218176e-02,  1.08470564e-01,  2.69029485e-01,  6.06809905e-02, -7.32036475e-02,  6.69722565e-01,  3.68928647e-01,  6.11911209e-01,  1.92939926e+00, -5.82760337e-01, -3.61210951e-01, -1.45137234e-01, -1.46013840e+00, -1.75870269e-01, -2.39723256e-01, -7.73838071e-01, -8.62843864e-02,  2.86661544e+00,  2.59425398e+00, -1.76866065e-01, -2.91068285e-02, -1.13421495e-01, -3.24295281e-01,  2.10542105e-01, -1.28011504e-01, -3.27097826e-01,  5.49107652e-02, -1.09366468e-01, -6.37359462e-02, -2.69786330e-01, -1.04912713e-01, -2.63014344e-02,  1.17760143e-01],
 [ 1.10768077e-01, -2.82672416e+00,  8.54777988e-01,  2.11880685e-01,  1.63159312e-02, -9.71708570e-03, -9.77111019e-01, -1.12718513e-01,  4.77545121e-02,  1.11967043e-01,  3.12407799e-01,  7.35754740e-02, -2.20115254e-02,  6.69647498e-01,  3.67623637e-01,  6.10612225e-01,  1.92915502e+00, -5.82677744e-01, -3.62900800e-01, -1.45609543e-01, -1.46055207e+00, -1.74337767e-01, -2.41190211e-01, -7.76431815e-01, -8.69329512e-02,  2.86697802e+00,  2.59465830e+00, -1.84964583e-01, -3.93492610e-02, -1.22249397e-01, -3.55458490e-01,  2.16799462e-01, -1.39349072e-01, -3.28024797e-01,  4.88954188e-02, -1.19142078e-01, -7.65438826e-02, -2.84248922e-01, -9.88737494e-02, -3.15730515e-02,  1.15745939e-01],
 [ 1.11419903e-01, -2.82925501e+00,  8.53371019e-01,  2.20416404e-01,  1.65980592e-02, -1.16654313e-02, -9.75194868e-01, -1.15673402e-01,  5.08519560e-02,  1.16121225e-01,  3.43418921e-01,  9.33829127e-02,  2.13160802e-02,  6.68834535e-01,  3.66785136e-01,  6.09449384e-01,  1.92799182e+00, -5.82194653e-01, -3.63223043e-01, -1.46388393e-01, -1.46037274e+00, -1.70890269e-01, -2.43379734e-01, -7.77688931e-01, -8.73424203e-02,  2.86467089e+00,  2.59263422e+00, -1.94358768e-01, -5.76679548e-02, -1.28116860e-01, -4.02937257e-01,  2.25588858e-01, -1.51743701e-01, -3.29498416e-01,  4.20323061e-02, -1.30082179e-01, -8.81812613e-02, -3.01459307e-01, -9.29529054e-02, -3.81745545e-02,  1.12743458e-01],
 [ 1.12275842e-01, -2.83198246e+00,  8.51571545e-01,  2.29367657e-01,  1.67143801e-02, -1.41392689e-02, -9.73093618e-01, -1.19672480e-01,  5.60203275e-02,  1.19823299e-01,  3.68950773e-01,  1.10681548e-01,  5.97916173e-02,  6.66373700e-01,  3.65227279e-01,  6.10457731e-01,  1.92735413e+00, -5.81932698e-01, -3.59746897e-01, -1.44914991e-01, -1.46152723e+00, -1.68294318e-01, -2.45891106e-01, -7.80151024e-01, -8.80560683e-02,  2.86818724e+00,  2.59413289e+00, -2.07665029e-01, -8.77528786e-02, -1.33758852e-01, -4.74288406e-01,  2.38643811e-01, -1.58412122e-01, -3.30205080e-01,  3.44556210e-02, -1.41080355e-01, -1.02076214e-01, -3.19551384e-01, -8.55364983e-02, -4.53859470e-02,  1.10131628e-01],
 [ 1.13294293e-01, -2.83435377e+00,  8.48778521e-01,  2.38719127e-01,  1.68828748e-02, -1.77127741e-02, -9.70780307e-01, -1.25455097e-01,  6.26306871e-02,  1.22227776e-01,  3.86274886e-01,  1.28504610e-01,  9.41526558e-02,  6.62742366e-01,  3.62687822e-01,  6.13485078e-01,  1.92587783e+00, -5.81305835e-01, -3.53394174e-01, -1.44517540e-01, -1.46403868e+00, -1.66193012e-01, -2.48899424e-01, -7.81707766e-01, -8.83808149e-02,  2.87218145e+00,  2.59697304e+00, -2.27509619e-01, -1.37373546e-01, -1.34742974e-01, -5.82530397e-01,  2.55008942e-01, -1.54150873e-01, -3.33407562e-01,  2.62804689e-02, -1.54106689e-01, -1.18723052e-01, -3.41558122e-01, -7.60676690e-02, -5.51936760e-02,  1.07699568e-01],
 [ 1.13890408e-01, -2.83610694e+00,  8.45169340e-01,  2.48130907e-01,  1.70875514e-02, -2.23141071e-02, -9.68318723e-01, -1.32410164e-01,  6.98697126e-02,  1.25292798e-01,  3.93629589e-01,  1.49167746e-01,  1.23884404e-01,  6.57827051e-01,  3.60933710e-01,  6.17243820e-01,  1.92538646e+00, -5.81117419e-01, -3.54594023e-01, -1.44329518e-01, -1.46733833e+00, -1.64218385e-01, -2.53586073e-01, -7.79674521e-01, -8.77486705e-02,  2.87140071e+00,  2.59477213e+00, -2.49626692e-01, -1.98776946e-01, -1.29485685e-01, -7.09691036e-01,  2.65517629e-01, -1.27033258e-01, -3.44407850e-01,  1.60682631e-02, -1.68174004e-01, -1.36395853e-01, -3.67111264e-01, -6.80160878e-02, -6.72518708e-02,  1.04996271e-01],
 [ 1.13694603e-01, -2.83712902e+00,  8.42236717e-01,  2.58849433e-01,  1.73428824e-02, -2.63431623e-02, -9.65402628e-01, -1.39828324e-01,  7.63490982e-02,  1.28486754e-01,  3.97449596e-01,  1.64536463e-01,  1.46296887e-01,  6.54530898e-01,  3.59645333e-01,  6.20340640e-01,  1.92704088e+00, -5.81852953e-01, -3.56641143e-01, -1.43251329e-01, -1.46932624e+00, -1.64385410e-01, -2.57817438e-01, -7.76712342e-01, -8.71941887e-02,  2.86871674e+00,  2.59216332e+00, -2.63941123e-01, -2.63731285e-01, -1.20291083e-01, -8.34997247e-01,  2.45400789e-01, -7.18892910e-02, -3.66609752e-01,  7.24502196e-03, -1.78801399e-01, -1.56207306e-01, -3.84967257e-01, -6.33123861e-02, -7.62414416e-02,  1.02221682e-01],
